allocate+init,0,0,0.776582,
allocate+init,4,4,0.782179,
allocate+init,8,8,0.736857,
allocate+init,12,12,0.734737,
allocate+init,16,16,2.401857,
allocate+init,20,20,2.396237,
allocate+init,24,24,2.356276,
allocate+init,28,28,2.376308,
allocate+init,32,32,1.833195,
allocate+init,36,36,1.861203,
allocate+init,40,40,1.861434,
allocate+init,44,44,1.811010,
allocate+init,48,48,3.239425,
allocate+init,52,52,3.239179,
allocate+init,56,56,3.268725,
allocate+init,60,60,3.288744,
allocate+init,64,64,3.146988,
allocate+init,68,68,3.151796,
allocate+init,72,72,3.154737,
allocate+init,76,76,3.154546,
allocate+init,80,80,3.303629,
allocate+init,84,84,3.302852,
allocate+init,88,88,3.303368,
allocate+init,92,92,3.303067,
allocate+init,96,96,3.112297,
allocate+init,100,100,3.110912,
allocate+init,104,104,3.117868,
allocate+init,108,108,3.112572,
allocate+init,112,112,3.288105,
allocate+init,116,116,3.287903,
allocate+init,120,120,3.267611,
allocate+init,124,124,3.266320,
allocate+init,0,0,1.209018,
allocate+init,4,4,1.210195,
allocate+init,8,8,1.162463,
allocate+init,12,12,1.168765,
allocate+init,16,16,2.831600,
allocate+init,20,20,2.838275,
allocate+init,24,24,2.838225,
allocate+init,28,28,2.835441,
allocate+init,32,32,2.299943,
allocate+init,36,36,2.299899,
allocate+init,40,40,2.301121,
allocate+init,44,44,2.308838,
allocate+init,48,48,3.725842,
allocate+init,52,52,3.743742,
allocate+init,56,56,3.735190,
allocate+init,60,60,3.736816,
allocate+init,64,64,3.614166,
allocate+init,68,68,3.613229,
allocate+init,72,72,3.620229,
allocate+init,76,76,3.618552,
allocate+init,80,80,3.792727,
allocate+init,84,84,3.793619,
allocate+init,88,88,3.794674,
allocate+init,92,92,3.794862,
allocate+init,96,96,3.596060,
allocate+init,100,100,3.612844,
allocate+init,104,104,3.608620,
allocate+init,108,108,3.607356,
allocate+init,112,112,3.801958,
allocate+init,116,116,3.438420,
allocate+init,120,120,3.437854,
allocate+init,124,124,3.438565,
allocate+init,0,0,1.339968,
allocate+init,4,4,1.342001,
allocate+init,8,8,1.306130,
allocate+init,12,12,1.308165,
allocate+init,16,16,2.810272,
allocate+init,20,20,2.823568,
allocate+init,24,24,2.806503,
allocate+init,28,28,2.808666,
allocate+init,32,32,2.317532,
allocate+init,36,36,2.326428,
allocate+init,40,40,2.330703,
allocate+init,44,44,2.325406,
allocate+init,48,48,3.739321,
allocate+init,52,52,3.738491,
allocate+init,56,56,3.747043,
allocate+init,60,60,3.750090,
allocate+init,64,64,3.662869,
allocate+init,68,68,3.660196,
allocate+init,72,72,3.665826,
allocate+init,76,76,3.666860,
allocate+init,80,80,3.801518,
allocate+init,84,84,3.799581,
allocate+init,88,88,3.799237,
allocate+init,92,92,3.805729,
allocate+init,96,96,3.338035,
allocate+init,100,100,3.337175,
allocate+init,104,104,3.330861,
allocate+init,108,108,3.329748,
allocate+init,112,112,3.480375,
allocate+init,116,116,3.479340,
allocate+init,120,120,3.480642,
allocate+init,124,124,3.480316,
allocate+init,0,0,1.320980,
allocate+init,4,4,1.321731,
allocate+init,8,8,1.285415,
allocate+init,12,12,1.286130,
allocate+init,16,16,2.831002,
allocate+init,20,20,2.834717,
allocate+init,24,24,2.835958,
allocate+init,28,28,2.842294,
allocate+init,32,32,2.176480,
allocate+init,36,36,2.174045,
allocate+init,40,40,2.192697,
allocate+init,44,44,2.191210,
allocate+init,48,48,3.677621,
allocate+init,52,52,3.680462,
allocate+init,56,56,3.672970,
allocate+init,60,60,3.682255,
allocate+init,64,64,3.561421,
allocate+init,68,68,3.561412,
allocate+init,72,72,3.560373,
allocate+init,76,76,3.560597,
allocate+init,80,80,3.737510,
allocate+init,84,84,3.737551,
allocate+init,88,88,3.736810,
allocate+init,92,92,3.737024,
allocate+init,96,96,3.549594,
allocate+init,100,100,3.548900,
allocate+init,104,104,3.557941,
allocate+init,108,108,3.552595,
allocate+init,112,112,3.748141,
allocate+init,116,116,3.750765,
allocate+init,120,120,3.748000,
allocate+init,124,124,3.750723,
allocate+init,0,0,1.398450,
allocate+init,4,4,1.399760,
allocate+init,8,8,1.368113,
allocate+init,12,12,1.369903,
allocate+init,16,16,2.871514,
allocate+init,20,20,2.875305,
allocate+init,24,24,2.880466,
allocate+init,28,28,2.885470,
allocate+init,32,32,2.378290,
allocate+init,36,36,2.371558,
allocate+init,40,40,2.363804,
allocate+init,44,44,2.385702,
allocate+init,48,48,3.708754,
allocate+init,52,52,3.710259,
allocate+init,56,56,3.715542,
allocate+init,60,60,3.712498,
allocate+init,64,64,3.609416,
allocate+init,68,68,3.610643,
allocate+init,72,72,3.610170,
allocate+init,76,76,3.614274,
allocate+init,80,80,3.795093,
allocate+init,84,84,3.795136,
allocate+init,88,88,3.795844,
allocate+init,92,92,3.794063,
allocate+init,96,96,3.668006,
allocate+init,100,100,3.664952,
allocate+init,104,104,3.672299,
allocate+init,108,108,3.667256,
allocate+init,112,112,3.803605,
allocate+init,116,116,3.803121,
allocate+init,120,120,3.806679,
allocate+init,124,124,3.804753,
allocate+init,0,0,1.361011,
allocate+init,4,4,1.355901,
allocate+init,8,8,1.327948,
allocate+init,12,12,1.333375,
allocate+init,16,16,2.909320,
allocate+init,20,20,2.908552,
allocate+init,24,24,2.921722,
allocate+init,28,28,2.920012,
allocate+init,32,32,2.409333,
allocate+init,36,36,2.387741,
allocate+init,40,40,2.387686,
allocate+init,44,44,2.409379,
allocate+init,48,48,3.736367,
allocate+init,52,52,3.743239,
allocate+init,56,56,3.750204,
allocate+init,60,60,3.746709,
allocate+init,64,64,3.593893,
allocate+init,68,68,3.594892,
allocate+init,72,72,3.608293,
allocate+init,76,76,3.615512,
allocate+init,80,80,3.823003,
allocate+init,84,84,3.829145,
allocate+init,88,88,3.830658,
allocate+init,92,92,3.828729,
allocate+init,96,96,3.656255,
allocate+init,100,100,3.653382,
allocate+init,104,104,3.651927,
allocate+init,108,108,3.651647,
allocate+init,112,112,3.838789,
allocate+init,116,116,3.839512,
allocate+init,120,120,3.840362,
allocate+init,124,124,3.837839,
allocate+init,0,0,1.385757,
allocate+init,4,4,1.386422,
allocate+init,8,8,1.355112,
allocate+init,12,12,1.360836,
allocate+init,16,16,2.869471,
allocate+init,20,20,2.887336,
allocate+init,24,24,2.890210,
allocate+init,28,28,2.890155,
allocate+init,32,32,2.361356,
allocate+init,36,36,2.365246,
allocate+init,40,40,2.376144,
allocate+init,44,44,2.363324,
allocate+init,48,48,3.747056,
allocate+init,52,52,3.741523,
allocate+init,56,56,3.746163,
allocate+init,60,60,3.737128,
allocate+init,64,64,3.460178,
allocate+init,68,68,3.468434,
allocate+init,72,72,3.460941,
