randomacc:seq,0,0,0.116374,0
randomacc:seq,0,0,0.119576,4
randomacc:seq,0,0,0.147046,8
randomacc:seq,0,0,0.147132,12
randomacc:seq,0,0,0.523218,16
randomacc:seq,0,0,0.521192,20
randomacc:seq,0,0,0.522121,24
randomacc:seq,0,0,0.521178,28
randomacc:seq,0,0,0.463013,32
randomacc:seq,0,0,0.464105,36
randomacc:seq,0,0,0.463369,40
randomacc:seq,0,0,0.464196,44
randomacc:seq,0,0,0.736467,48
randomacc:seq,0,0,0.743455,52
randomacc:seq,0,0,0.738294,56
randomacc:seq,0,0,0.737798,60
randomacc:seq,0,0,0.682062,64
randomacc:seq,0,0,0.683188,68
randomacc:seq,0,0,0.681199,72
randomacc:seq,0,0,0.680291,76
randomacc:seq,0,0,0.745980,80
randomacc:seq,0,0,0.745805,84
randomacc:seq,0,0,0.745449,88
randomacc:seq,0,0,0.748912,92
randomacc:seq,0,0,0.690050,96
randomacc:seq,0,0,0.689377,100
randomacc:seq,0,0,0.687561,104
randomacc:seq,0,0,0.689233,108
randomacc:seq,0,0,0.745454,112
randomacc:seq,0,0,0.747200,116
randomacc:seq,0,0,0.745528,120
randomacc:seq,0,0,0.747762,124
randomacc:seq,16,16,0.116802,16
randomacc:seq,16,16,0.117966,20
randomacc:seq,16,16,0.146586,24
randomacc:seq,16,16,0.146801,28
randomacc:seq,16,16,0.402252,32
randomacc:seq,16,16,0.403687,36
randomacc:seq,16,16,0.405222,40
randomacc:seq,16,16,0.404655,44
randomacc:seq,16,16,0.680341,48
randomacc:seq,16,16,0.683127,52
randomacc:seq,16,16,0.681634,56
randomacc:seq,16,16,0.686156,60
randomacc:seq,16,16,0.739903,64
randomacc:seq,16,16,0.737756,68
randomacc:seq,16,16,0.741440,72
randomacc:seq,16,16,0.740991,76
randomacc:seq,16,16,0.688309,80
randomacc:seq,16,16,0.688402,84
randomacc:seq,16,16,0.689458,88
randomacc:seq,16,16,0.689550,92
randomacc:seq,16,16,0.749838,96
randomacc:seq,16,16,0.747763,100
randomacc:seq,16,16,0.748320,104
randomacc:seq,16,16,0.748555,108
randomacc:seq,16,16,0.691951,112
randomacc:seq,16,16,0.690794,116
randomacc:seq,16,16,0.689215,120
randomacc:seq,16,16,0.691222,124
randomacc:seq,16,16,0.523626,0
randomacc:seq,16,16,0.523531,4
randomacc:seq,16,16,0.525179,8
randomacc:seq,16,16,0.524141,12
randomacc:seq,32,32,0.117278,32
randomacc:seq,32,32,0.116375,36
randomacc:seq,32,32,0.146552,40
randomacc:seq,32,32,0.148716,44
randomacc:seq,32,32,0.742568,48
randomacc:seq,32,32,0.741085,52
randomacc:seq,32,32,0.740356,56
randomacc:seq,32,32,0.740604,60
randomacc:seq,32,32,0.683361,64
randomacc:seq,32,32,0.684089,68
randomacc:seq,32,32,0.685011,72
randomacc:seq,32,32,0.684948,76
randomacc:seq,32,32,0.748674,80
randomacc:seq,32,32,0.750183,84
randomacc:seq,32,32,0.746840,88
randomacc:seq,32,32,0.749453,92
randomacc:seq,32,32,0.690491,96
randomacc:seq,32,32,0.693199,100
randomacc:seq,32,32,0.688096,104
